name,current_price,market_cap,volume_day,circulating_supply,supply_verified,total_supply,max_supply,fully_diluted_market_cap,low_price_day,high_price_day,all_time_high,all_time_low,ucid,popularity_watchlists
FOMO BULL CLUB,2.319e-05,775862.0,395260.0,33463524580.0,verified,100000000000.0,100000000000.0,2318529.0,2.278e-05,2.426e-05,0.0003019,2.168e-05,30270,875.0
KEK,1.047e-08,777605.0,206810.0,74280393141279.0,verified,77777777777777.0,77777777777777.0,814217.0,1.03e-08,1.103e-08,3.023e-07,5.513e-09,24996,7787.0
Garlicoin,0.01098,752287.0,5.0,68530386.0,verified,68530386.0,69000000.0,757442.0,0.01081,0.01135,4.29,8.625e-05,2475,3637.0
Eggdog,0.0007855,742562.0,52681.0,945334730.0,verified,979977699.0,,769774.0,0.0007813,0.001109,0.01925,0.0004275,28800,12130.0
The Dons,8.182e-05,666850.0,33016.0,8150000000.0,verified,10000000000.0,10000000000.0,818221.0,7.738e-05,9.897e-05,0.001278,4.338e-05,25219,13196.0
Donkey King,7.12e-05,617646.0,21326.0,8674561969.0,verified,8674561969.0,,617646.0,6.858e-05,7.877e-05,0.0004678,4.932e-05,31106,1552.0
Insane Labz,0.01065,518869.0,298496.0,48717592.0,verified,49724963.0,,529598.0,0.01036,0.01262,0.3349,0.01036,31121,1413.0
Meme Cup,0.0005707,513619.0,174865.0,900000000.0,verified,1000000000.0,1000000000.0,570688.0,0.0005461,0.0005945,0.003734,0.0005461,31940,326.0
Shib Original Vision,4.748e-09,503982.0,0.0,106155823814847.0,verified,200591204693670.0,200706133340070.0,952865.0,3.998e-09,4.75e-09,4.333e-07,4.894e-10,24126,1862.0
Nvidia Inu,6.136e-05,439942.0,4727.0,7169798421.0,verified,8351434626.0,10000000000.0,613605.0,6.136e-05,6.591e-05,0.001028,2.78e-05,29639,2662.0
WaifuAI,3.683e-09,413907.0,2132.0,112375887121422.0,verified,127915887121422.0,,471145.0,3.681e-09,3.987e-09,9.615e-08,1.782e-09,26219,2066.0
Loser Coin,7.048e-06,424982.0,3165.0,60296840158.0,verified,60296840158.0,100000000000.0,704817.0,7.043e-06,7.071e-06,0.003487,5.255e-06,9673,11077.0
ROD.AI,6.967e-09,381781.0,163878.0,54799095330128.0,verified,69356059317315.0,69420000000000.0,483644.0,6.88e-09,9.095e-09,1.21e-07,2.733e-10,29305,3498.0
Papi,3.853e-07,360213.0,1177.0,935000001014.0,verified,1000000000000.0,1000000000000.0,385255.0,3.848e-07,4.025e-07,8.504e-06,1.739e-07,26030,22347.0
BullBear AI,1.737e-10,355421.0,2522.0,2045833899998990.0,verified,2243791283694936.0,1e+17,17372931.0,1.705e-10,1.839e-10,9.301e-09,1.201e-10,24742,17936.0
Make America Based Again,0.0003728,343863.0,485.0,922406264.0,verified,999997833.0,1000000000.0,372789.0,0.000372,0.0003929,0.007002,0.000372,30218,691.0
HarryPotterObamaPacMan8Inu,0.004204,343015.0,8818.0,81597516.0,verified,83510919.0,100000000.0,420374.0,0.00413,0.004661,1.18,0.00111,27809,2263.0
Papu Token,1.143e-08,362274.0,445183.0,31705315177457.0,verified,99999999999999.0,99999999999999.0,1142630.0,9.354e-09,1.144e-08,9.821e-08,8.645e-09,31496,589.0
Nutcoin,1.631e-08,327772.0,610755.0,20092757543431.0,verified,20854000000000.0,,340191.0,1.628e-08,1.715e-08,1.52e-07,2.78e-09,28417,1017.0
Cat Token,0.05004,326650.0,1225.0,6527607.0,verified,15000000.0,15000000.0,750620.0,0.05004,0.05225,4.75,,6649,9485.0
Oggy Inu (ETH),1.403e-06,282395.0,720.0,201272222574.0,verified,201272222574.0,420000000000.0,589282.0,1.402e-06,1.495e-06,2.282e-05,1.013e-06,28288,22678.0
Based Shiba Inu,3.098e-05,280136.0,292929.0,9041391107.0,verified,10000000000.0,10000000000.0,309837.0,2.898e-05,3.9e-05,0.002865,2.898e-05,29932,2892.0
Oggy Inu (BSC),2.123e-12,229544.0,537.0,1.08125205623925e+17,verified,4.2e+17,,891638.0,2.103e-12,4.25e-12,4.963e-10,1.37e-13,24275,14646.0
Tate Stop,8.905e-05,217994.0,218.0,2447944828.0,verified,2600000000.0,2600000000.0,231534.0,8.904e-05,8.915e-05,0.00611,8.904e-05,31289,700.0
Kangal,2.175e-06,217545.0,1.0,100000000000.0,verified,100000000000.0,100000000000.0,217545.0,2.175e-06,2.243e-06,0.0002932,5.6e-07,8543,9481.0
Solzilla,3.356e-10,215169.0,2846.0,641180240641250.0,verified,650202464270313.0,,218197.0,3.28e-10,3.752e-10,1.513e-08,3.28e-10,28866,4110.0
404Aliens,21.02,210235.0,438.0,10000.0,verified,10000.0,10000.0,210235.0,20.59,23.95,144.95,20.59,29466,656.0
X,2.21e-07,207275.0,23202.0,937964885553.0,verified,960594381487.0,960620301401.0,212281.0,2.2e-07,2.246e-07,4.407e-05,4.932e-08,27704,17456.0
NeverSurrenderOne's,0.0003108,199929.0,4630.0,643211430.0,verified,699684160.0,699684160.0,217483.0,0.0003095,0.0003687,0.008176,0.0003095,30409,265.0
KING,1.686e-05,156302.0,1733.0,9270000000.0,verified,10000000000.0,,168611.0,1.664e-05,1.706e-05,0.0007009,1.533e-05,25002,4098.0
CZ THE GOAT,0.000181,149157.0,833.0,824000000.0,verified,1000000000.0,1000000000.0,181015.0,0.000181,0.0001938,0.009577,0.0001433,28570,2415.0
MAGE,8.674e-06,106778.0,1574.0,12309768420.0,verified,21000000000.0,21000000000.0,182160.0,7.391e-06,1.972e-05,7.347e-05,5.547e-06,31414,324.0
Dragonball Z Tribute,1.454e-07,100906.0,780682.0,694098308523.0,verified,888888888888.0,888888888888.0,129224.0,1.449e-07,1.46e-07,1.118e-05,1.431e-07,29850,16650.0
SNOOPYBABE,1.011e-05,101092.0,1632.0,10000000000.0,verified,10000000000.0,,101092.0,4.125e-06,1.127e-05,6.563e-05,4.125e-06,29355,4403.0
Hawk Tuah,9.649e-05,92902.0,5390.0,962810869.0,verified,999999999.0,999999999.0,96491.0,9.344e-05,0.0001162,0.003196,9.344e-05,32113,549.0
Catman,6.848e-05,65084.0,111.0,950392964.0,verified,999774597.0,,68466.0,6.848e-05,7.646e-05,0.006792,5.179e-05,29086,7944.0
HairyPlotterFTX,1.072e-05,52939.0,0.0,4937327361.0,verified,9400000000.0,10000000000.0,107223.0,1.072e-05,1.072e-05,0.0006073,1.02e-05,28208,556.0
SOHOTRN,5.903e-05,42396.0,118.0,718196192.0,verified,799000000.0,1000000000.0,59031.0,5.903e-05,5.954e-05,0.002286,4.891e-05,29152,2143.0
Dogeswap,1.9,37965.0,0.0,20000.0,verified,20000.0,,37965.0,1.9,1.99,931.96,0.9999,7377,5951.0
NEIRO on SOL,0.01901,19011980.0,60365458.0,999999969.0,verified,999999969.0,999999969.0,19011980.0,0.0181,0.04026,0.08152,0.0181,32464,1471.0
Neiro Ethereum,0.201,201047455.0,36128856.0,1000000000.0,verified,1000000000.0,1000000000.0,201047455.0,0.1057,0.2085,0.2085,0.01321,32461,2740.0
rats (Ordinals),0.0001145,114473068.0,28578938.0,1000000000000.0,not verified,1000000000000.0,1000000000000.0,114473068.0,0.0001135,0.0001378,0.0006274,5.027e-05,28452,20499.0
Billy,0.1004,98689432.0,21957709.0,982930293.0,not verified,982930293.0,1000000000.0,100403287.0,0.09306,0.1343,0.2329,0.02294,31914,6520.0
FIGHT TO MAGA,0.007371,7370737.0,13388467.0,1000000000.0,not verified,1000000000.0,1000000000.0,7370737.0,0.005423,0.009178,0.07402,0.005248,32270,1277.0
BILL THE BEAR,1.558e-05,13847568.0,12691433.0,888888888888.0,not verified,888888888888.0,888888888888.0,13847568.0,8.213e-06,1.934e-05,5.329e-05,8.213e-06,32297,1056.0
KAMALA HARRIS,1.409e-05,5929528.0,12277459.0,420690000000.0,not verified,420690000000.0,420690000000.0,5929528.0,1.219e-05,1.527e-05,2.399e-05,1.056e-05,32445,469.0
Gigachad,0.01592,152861404.0,11320047.0,9604029239.0,not verified,9604029239.0,9604029239.0,152861404.0,0.01427,0.01795,0.02113,0.0008007,30063,2271.0
PUGGY Coin,0.002251,200077258.0,9678776.0,88888888888.0,not verified,88888888888.0,88888888888.0,200077258.0,0.002194,0.002258,0.002566,0.001803,32347,44.0
Kamala Horris,0.01663,16559891.0,9190506.0,995556384.0,not verified,995556384.0,995556384.0,16559891.0,0.01566,0.01869,0.03338,0.01566,32419,767.0
Mr Miggles,0.02823,28232384.0,7638715.0,1000000000.0,not verified,1000000000.0,1000000000.0,28232384.0,0.02718,0.04272,0.1181,0.02718,32289,3614.0
Doland Tremp,0.3137,31372106.0,7451710.0,99999138.0,not verified,99999138.0,,31372106.0,0.2997,0.3435,1.65,0.07521,29717,13988.0
smolecoin,4.489e-05,18851858.0,5808602.0,420000000000.0,not verified,420000000000.0,,18851858.0,4.421e-05,4.888e-05,0.0002818,3.3e-05,30049,5373.0
GUMMY,0.013,12995303.0,5762353.0,1000000000.0,not verified,1000000000.0,,12995303.0,0.01291,0.01601,0.2375,0.01023,30803,9393.0
Neiro Solana Doge,0.007693,7692830.0,7416057.0,999998400.0,not verified,999998400.0,999998400.0,7692830.0,0.003683,0.009316,0.01884,0.003683,32463,361.0
SelfieDogCoin,0.02453,24524718.0,5582172.0,999923292.0,not verified,0.0,,0.0,0.02292,0.03855,0.05376,0.0005824,31601,797.0
rocky,0.00542,5419776.0,6224893.0,999999390.0,not verified,1000000000.0,1000000000.0,5419779.0,0.00417,0.007411,0.02899,0.00417,32205,786.0
SMILEY,3.596e-12,0.0,5518148.0,0.0,not verified,0.0,,0.0,3.579e-12,3.776e-12,5.515e-11,2.01e-13,26994,3557.0
YAWN,0.001189,9513242.0,5330320.0,8000000000.0,not verified,8000000000.0,8000000000.0,9513242.0,0.0008523,0.002163,0.002163,0.0008523,32495,181.0
RETARDIO,0.09779,97766203.0,5119521.0,999734893.0,not verified,999734893.0,1000000000.0,97792128.0,0.07439,0.09779,0.1387,0.01232,31921,1597.0
Gold Standard,10.23,9435783.0,4344988.0,922299.0,not verified,930541.0,999999.0,10230710.0,10.07,16.9,20.67,7.66,32477,522.0
Kendu Inu,0.0001533,152830806.0,4304297.0,996747147259.0,not verified,996740000000.0,996740000000.0,152829711.0,0.000125,0.0001892,0.0002694,2.107e-05,31152,4608.0
Wojak,0.0008943,62081168.0,3981384.0,69420000000.0,not verified,69420000000.0,69420000000.0,62081168.0,0.0008682,0.001036,0.001871,4.88e-05,24502,27944.0
Kitty AI,0.002349,2336483.0,1243362.0,994759480.0,not verified,994759480.0,,2336483.0,0.002237,0.002807,0.01325,0.0001096,28894,1177.0
Pundu,0.00791,7877550.0,2934712.0,995917144.0,not verified,999967975.0,,7909591.0,0.007822,0.008648,0.05012,0.006192,30109,3625.0
The Doge NFT,0.007311,111651667.0,2615083.0,15272727272.0,not verified,16969696969.0,,124057408.0,0.006807,0.007907,0.1309,0.0004762,11557,7953.0
Foxy,0.01124,33733695.0,2598242.0,3000000000.0,not verified,10000000000.0,10000000000.0,112445650.0,0.011,0.01222,0.03042,0.01068,30591,21822.0
Jeo Boden,0.01141,7875829.0,2565899.0,690325516.0,not verified,690325516.0,,7875829.0,0.01078,0.01393,1.07,0.007988,29687,13518.0
Real Nigger Tate,0.003875,3875338.0,2503036.0,999968379.0,not verified,999999511.0,,3875459.0,0.003853,0.004383,0.05626,0.003853,31705,2360.0
Harambe on Solana,0.02403,24033151.0,2343603.0,999983530.0,not verified,999983530.0,,24033151.0,0.02321,0.03135,0.07996,0.00346,29088,5590.0
mini,0.02033,17889433.0,2589663.0,879911133.0,not verified,879911133.0,,17889433.0,0.01625,0.02826,0.03785,0.002109,31227,867.0
Foxsy AI,0.0942,19102537.0,2324727.0,202795508.0,not verified,1978082104.0,1978082104.0,186327536.0,0.09252,0.1041,0.1227,0.04481,31259,216.0
MONGY,0.01028,10279269.0,2387923.0,999999329.0,not verified,999999329.0,999999329.0,10279269.0,0.007781,0.01417,0.02908,0.006174,32360,357.0
Troll,1.179e-08,11322870.0,2074845.0,960418978392192.0,not verified,960420000000000.0,,11322882.0,1.156e-08,1.231e-08,1.089e-07,1.121e-08,29505,4458.0
FEAR NOT,6.318e-06,2658020.0,1977009.0,420690000000.0,not verified,420690000000.0,420690000000.0,2658020.0,5.543e-06,8.531e-06,0.0001111,5.014e-06,32265,494.0
Zuzalu Inu,0.00129,1290255.0,2023013.0,1000000000.0,not verified,1000000000.0,1000000000.0,1290255.0,0.001282,0.00136,0.008816,0.001116,29295,3577.0
monkey shit inu,6.589e-06,19766393.0,1986591.0,3000000000000.0,not verified,3000000000000.0,3000000000000.0,19766393.0,5.456e-06,7.055e-06,7.055e-06,1.118e-06,32128,866.0
TrumpCoin,0.007129,71291807.0,1855201.0,9999999883.0,not verified,9999999883.0,10000000000.0,71291808.0,0.00698,0.00792,0.01806,0.006711,31891,2648.0
Arbi Pepe,1.06e-05,0.0,1860798.0,0.0,not verified,100000000000.0,,1060088.0,1.44e-14,1.161e-05,0.02719,1.44e-14,24549,1902.0
donotfomoew,0.0007158,4438170.0,1850229.0,6200000000.0,not verified,10000000000.0,10000000000.0,7158339.0,0.0007074,0.0007999,0.001601,0.0005297,31493,943.0
Snibbu The Crab,3.424e-06,7980542.0,1655313.0,2329999955419.0,not verified,2329999955419.0,2329999955419.0,7980542.0,2.98e-06,5.237e-06,5.237e-06,2.98e-06,32490,75.0
SNAP,5.865e-06,9637568.0,1590957.0,1643298925685.0,not verified,1643298925685.0,,9637568.0,5.791e-06,6.491e-06,0.0001232,4.542e-06,29892,8334.0
Peng,0.2155,21554085.0,1605227.0,99999979.0,not verified,99999979.0,,21554085.0,0.2135,0.2374,2.15,0.1502,29787,23649.0
BLUE,0.004065,3630201.0,1580699.0,893100000.0,not verified,893100000.0,893100000.0,3630201.0,0.003721,0.008007,0.0269,0.003721,32349,344.0
Skulls of Pepe Token,0.07466,11198972.0,1564597.0,150000000.0,not verified,150000000.0,150000000.0,11198972.0,0.0693,0.09149,0.1092,0.04737,32022,3351.0
hehe,0.01031,8665914.0,1434227.0,840705200.0,not verified,840705200.0,1000000000.0,10307911.0,0.009008,0.01754,0.02583,0.009008,32386,125.0
Jason Derulo,0.002961,2961182.0,1557147.0,999959794.0,not verified,999959794.0,999959794.0,2961182.0,0.002156,0.003079,0.01264,0.002156,32097,614.0
Ape and Pepe,2.638e-06,554080694.0,1465629.0,210000000000000.0,not verified,210000000000000.0,210000000000000.0,554080694.0,2.597e-06,3.059e-06,3.238e-06,5.044e-09,27048,246.0
MawCAT,4.447e-05,426874.0,1379520.0,9600000000.0,not verified,100000000000.0,100000000000.0,4446603.0,4.153e-12,4.598e-05,5.004e-05,4.153e-12,21521,9645.0
DOGITA,1.154e-05,1058506.0,1238843.0,91738633306.0,not verified,100000000000.0,,1153828.0,1.221e-06,1.544e-05,9.162e-05,1.221e-06,30412,3113.0
Ski Mask Dog,0.001168,1167998.0,1237217.0,1000000000.0,not verified,1000000000.0,1000000000.0,1167998.0,0.001108,0.001526,0.01775,0.001108,31173,365.0
4,0.004365,17460260.0,1161242.0,4000000000.0,not verified,4000000000.0,4000000000.0,17460260.0,0.002886,0.004428,0.008517,0.00197,32187,256.0
Beep,0.01296,12958261.0,1012093.0,999999997.0,not verified,999999997.0,999999997.0,12958261.0,0.01277,0.01504,0.03271,0.01277,32342,175.0
mfercoin,0.01439,14387617.0,1047826.0,1000000000.0,not verified,1000000000.0,1000000000.0,14387617.0,0.01392,0.01531,0.3198,0.0132,30226,4646.0
DogeSwap,0.003143,0.0,1031007.0,0.0,not verified,0.0,1000000000.0,3142704.0,0.00287,0.003508,0.01706,0.0005089,12078,1524.0
This Is My Iguana,0.001161,1093689.0,1009720.0,942225507.0,not verified,942225507.0,1000000000.0,1160751.0,0.0008523,0.002162,0.009006,0.0008523,32432,154.0
EGGY,0.001714,171442.0,980697.0,100000000.0,not verified,100000000.0,100000000.0,171442.0,0.001714,0.001716,0.04687,0.001482,29843,3210.0
Doodoo,0.454,1815816.0,950411.0,4000000.0,not verified,42000000.0,42000000.0,19066068.0,0.4492,0.4951,2.25,0.1073,28881,911.0
WUFFI,1.538e-06,129522700.0,894868.0,84204033545637.0,not verified,84204033545637.0,84204033545637.0,129522700.0,1.49e-06,1.636e-06,1.673e-06,1.852e-07,30683,13583.0
SAD HAMSTER,0.01463,14624949.0,919601.0,999964685.0,not verified,999964685.0,1000000000.0,14625466.0,0.01424,0.01902,0.07312,0.006899,31284,1116.0
bullish,0.001182,1182381.0,881786.0,999995983.0,not verified,999995983.0,999995983.0,1182381.0,0.0009778,0.001654,0.002532,0.0005078,32446,5354.0
Keyboard Cat,0.0007371,7370842.0,865640.0,10000000000.0,not verified,10000000000.0,10000000000.0,7370842.0,0.0006119,0.000786,0.008692,0.0006119,30637,1444.0
ZynCoin,0.04706,42531675.0,842858.0,903820451.0,not verified,903820449.0,,42531675.0,0.04637,0.05402,0.1759,0.01246,29640,2663.0
Sora,0.001708,1708298.0,882735.0,1000000000.0,not verified,1000000000.0,,1708298.0,0.001705,0.001887,0.02364,0.001683,29434,7302.0
TON FISH MEMECOIN,4.053e-08,0.0,889504.0,0.0,not verified,420690000000000.0,,17048698.0,3.984e-08,4.293e-08,1.163e-07,1.726e-08,30117,5046.0
Purple Pepe,2.1e-05,8832547.0,820604.0,420690000000.0,not verified,0.0,420690000000.0,8832547.0,9.388e-06,2.582e-05,4.643e-05,9.388e-06,32171,1118.0
FEFE,0.00717,3016174.0,773209.0,420690000.0,not verified,420690000.0,420690000.0,3016174.0,0.006401,0.01075,0.02256,0.006401,32368,181.0
Michi,2.11e-05,2110020.0,818569.0,100000000000.0,not verified,100000000000.0,100000000000.0,2110020.0,1.434e-05,2.137e-05,0.7688,1.078e-05,32044,21010.0
MAGA: Fight for Trump,0.01314,2628216.0,748987.0,200000000.0,not verified,200000000.0,200000000.0,2628216.0,0.01314,0.01549,0.01882,0.008107,32435,253.0
Base God,6.196e-05,7618586.0,838510.0,122955034958.0,not verified,125000000000.0,125000000000.0,7745297.0,5.93e-05,7.015e-05,0.000708,4.754e-05,29309,3729.0
American pepe,1.037e-08,4367212.0,988460.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,4367212.0,3.097e-09,1.123e-08,1.188e-08,4.929e-10,32410,603.0
Chinu,0.0006604,660439.0,766122.0,1000000000.0,not verified,1000000000.0,,660439.0,0.0006514,0.0007748,0.008125,0.0004839,29047,14686.0
catwifbag,0.002649,2648953.0,735241.0,1000000000.0,not verified,1000000000.0,,2648953.0,0.00261,0.003877,0.1355,0.001002,30088,1825.0
tooker kurlson,0.01504,14610188.0,701054.0,971307288.0,not verified,971307288.0,,14610188.0,0.01406,0.01875,0.1375,0.006057,30959,4584.0
WEWECOIN,0.0001772,17723054.0,660109.0,100000000000.0,not verified,100000000000.0,100000000000.0,17723054.0,0.0001732,0.0002244,0.000379,0.0001112,32343,207.0
Book of Meme 2.0,1.529e-10,11.0,467181.0,69696910476.0,not verified,69696969696.0,,11.0,4.473e-11,9.279e-10,2.045e-05,4.473e-11,29944,877.0
POPDOG,0.0004748,474749.0,505778.0,999976537.0,not verified,999976537.0,999976537.0,474749.0,0.0004472,0.000704,0.002487,0.0002699,32226,567.0
HIPPOP,0.0004537,516060.0,621528.0,1137500000.0,not verified,1250000000.0,1250000000.0,567098.0,0.0004156,0.0004818,0.1846,0.0004156,31457,631.0
TEH EPIK DUCK,0.01186,10044136.0,642542.0,846671687.0,not verified,846671687.0,,10044136.0,0.01105,0.01399,0.05957,0.00541,30571,1277.0
THE BALKAN DWARF,0.0001289,5035527.0,591959.0,39058005062.0,not verified,40000000000.0,40000000000.0,5156973.0,0.0001266,0.0001594,0.0005756,1.751e-05,29323,669.0
Lord Of SOL,5.767e-05,576677.0,591913.0,9999999665.0,not verified,9999999665.0,,576677.0,5.611e-05,6.293e-05,0.0006249,5.611e-05,31217,825.0
Pepe,0.002161,2160588.0,572809.0,1000000000.0,not verified,1000000000.0,,2160588.0,0.002161,0.003455,0.04504,0.002096,31616,1113.0
Gekko HQ,2.506e-06,208759817.0,567939.0,83320000000000.0,not verified,200000000000000.0,200000000000000.0,501103737.0,2.465e-06,2.632e-06,1.468e-05,8.96e-07,28287,2524.0
El Hippo,1.628e-09,1165169.0,546921.0,715617000000000.0,not verified,777000000000000.0,777000000000000.0,1265113.0,1.625e-09,1.669e-09,1.357e-08,1.439e-09,27903,14102.0
KAI KEN,5.418e-09,2279138.0,546608.0,420690000000000.0,not verified,0.0,420690000000000.0,2279138.0,5.101e-09,7.363e-09,3.64e-08,5.101e-09,32000,778.0
CHONKY,2.336e-05,11681320.0,523135.0,500000000000.0,not verified,500000000000.0,,11681320.0,7.337e-06,2.654e-05,9.861e-05,7.337e-06,29324,3447.0
LANDLORD RONALD,0.002467,2032591.0,514657.0,823992693.0,not verified,823992693.0,823992693.0,2032591.0,0.002333,0.003082,0.007071,0.001325,32177,10996.0
MEMEVENGERS,1.109e-09,489813.0,513979.0,441793082324893.0,not verified,470000000000000.0,470000000000000.0,521086.0,1.062e-09,1.114e-09,7.757e-08,5.438e-10,26103,122330.0
Rosa Inu,0.007008,105118179.0,524835.0,15000000000.0,not verified,80000000000.0,80000000000.0,560630288.0,0.005658,0.008638,0.02199,0.005658,31467,822.0
Young Peezy,3.221e-09,1354928.0,514398.0,420690000000000.0,not verified,420690000000000.0,420690000000000.0,1354928.0,3.104e-09,6.09e-09,4.688e-08,3.104e-09,32262,20468.0
Kamala Harris,0.001726,1726402.0,527218.0,999997988.0,not verified,0.0,999997988.0,1726402.0,0.0007792,0.001742,0.001742,0.0001197,32413,375.0
Doogle,0.001184,1184105.0,487743.0,1000000000.0,not verified,1000000000.0,1000000000.0,1184105.0,0.001098,0.001575,0.01445,0.001098,32067,3652.0
CATAMOTO,0.0001636,3271066.0,468319.0,20000000000.0,not verified,20000000000.0,20000000000.0,3271066.0,0.0001623,0.0001732,0.001366,0.0001531,30828,3012.0
CAT (SOL),0.0003337,333730.0,472039.0,1000000000.0,not verified,1000000000.0,,333730.0,0.0003336,0.0003632,0.02812,0.0002598,31438,798.0
Joe Biden,0.0001997,186640.0,462438.0,934707241.0,not verified,934707241.0,1000000000.0,199677.0,0.0001935,0.000231,0.02874,0.0001892,29857,1904.0
Mistery On Cro,1.394e-05,5863800.0,441256.0,420690271888.0,not verified,420690271888.0,420690271888.0,5863800.0,7.185e-06,1.671e-05,8.788e-05,7.185e-06,31006,2934.0
PEPE,2.155e-07,4526119.0,453292.0,21000000000000.0,not verified,21000000000000.0,21000000000000.0,4526119.0,1.075e-07,2.249e-07,7.724e-05,2.949e-08,31874,21535.0
Stooges,0.0005345,1603408.0,424421.0,3000000000.0,not verified,3000000000.0,,1603408.0,0.000526,0.0005874,0.00117,0.0004407,30993,2175.0
Mini Donald,0.0003236,323623.0,407167.0,1000000000.0,not verified,1000000000.0,1000000000.0,323623.0,0.0002985,0.0004101,0.008622,0.0002985,32173,10643.0
PIZA (Ordinals),0.1329,2790985.0,409174.0,21000000.0,not verified,21000000.0,21000000.0,2790985.0,0.1275,0.1506,1.89,0.02051,25164,3448.0
Fofar,4.198e-07,176587.0,402521.0,420690000000.0,not verified,0.0,420690000000.0,176587.0,3.998e-07,4.997e-07,9.585e-06,3.023e-07,31568,710.0
MOG TRUMP,0.0001301,650372.0,414535.0,5000000000.0,not verified,5000000000.0,5000000000.0,650372.0,6.405e-05,0.0001317,0.0001317,6.405e-05,32485,20243.0
Trump Mania,0.000343,342973.0,407531.0,1000000000.0,not verified,1000000000.0,,342973.0,0.000343,0.0004211,0.0296,0.0003226,31627,3864.0
Donald Pump,0.0006157,295550.0,805302.0,480045187.0,not verified,829019279.0,829019279.0,510404.0,0.0004444,0.0006173,0.002029,0.0004444,32384,185.0
Beers,0.0001955,8798056.0,374075.0,45000000000.0,not verified,45000000000.0,45000000000.0,8798056.0,6.392e-06,0.0001962,0.1994,6.392e-06,32150,20265.0
